Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mother_qualification,Father_qualification,Mother_occupation,Father_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Target
1,17,1,9085,1,1,109,1,19,19,4,9,104.1,1,0,1,0,0,1,21,0,0,6,16,2,13,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
1,1,1,9147,1,1,135,1,1,38,5,5,122.4,0,0,1,1,0,0,19,0,0,5,10,5,10.875,0,0,5,8,4,12.4,0,13.9,-0.3,0.79,Graduate
1,1,1,9147,1,1,122,1,37,37,9,7,120.6,1,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,8,5,11.6,0,9.4,-0.8,-3.12,Graduate
1,17,3,9238,1,1,118,1,1,19,4,10,112.4,1,0,0,1,0,0,19,0,0,6,10,5,11.28571429,0,0,6,7,0,0,0,16.2,0.3,-0.92,Dropout
1,1,1,171,1,1,174,1,5,3,3,3,157.9,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
1,43,1,9254,1,1,142,1,38,38,9,9,125.9,0,0,0,1,0,1,19,0,0,6,0,0,0,0,0,6,11,1,10,0,10.8,1.4,1.74,Dropout
1,17,2,9500,1,1,131,1,38,1,5,7,118.4,1,0,0,1,0,1,20,0,0,7,9,6,13.76666667,0,0,8,9,8,13.74444444,0,16.2,0.3,-0.92,Dropout
1,1,3,9500,1,1,139,1,18,18,1,1,130.8,1,0,0,0,0,0,18,0,0,8,9,6,12.75833333,1,0,8,9,6,12.75833333,1,9.4,-0.8,-3.12,Dropout
1,1,1,171,1,1,170,1,19,19,8,8,176.7,1,0,0,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Dropout
1,1,1,9070,1,1,182,1,19,1,5,7,156.8,1,0,0,1,0,0,18,0,0,6,6,6,12.66666667,0,0,6,8,6,13.25,0,10.8,1.4,1.74,Graduate
1,1,1,9085,1,1,125,1,19,37,3,7,126.8,0,0,0,1,0,0,18,0,0,6,13,6,12,0,0,6,16,4,12.75,0,11.1,0.6,2.02,Enrolled
1,1,1,9238,1,1,142,1,1,37,5,7,128,0,0,0,1,0,1,19,0,0,6,8,6,12.25,0,0,6,8,6,12,0,16.2,0.3,-0.92,Graduate
1,1,2,9147,1,1,119,1,19,37,4,5,113.8,1,0,0,1,0,0,20,0,0,5,8,3,11.33333333,0,0,5,8,5,12.2,0,7.6,2.6,0.32,Graduate
1,17,5,9500,1,1,128,1,1,1,4,5,120.8,1,0,0,1,0,1,19,0,0,7,9,7,13.50714286,0,0,8,12,8,13.05,0,16.2,0.3,-0.92,Graduate
1,1,3,9500,1,1,150,1,19,38,1,1,130.8,1,0,0,1,0,0,18,0,0,8,8,7,13.61428571,0,0,8,8,7,13.61428571,0,12.7,3.7,-1.7,Graduate
1,39,1,9254,1,1,133.1,1,19,1,4,1,101,0,0,1,1,0,0,25,0,0,6,6,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
1,17,5,9070,1,1,131,1,37,37,9,9,126.1,1,0,0,0,0,0,18,0,0,6,9,4,11.5,1,0,6,6,6,12.16666667,0,7.6,2.6,0.32,Graduate
1,1,5,9773,1,1,118,1,38,19,9,9,113.8,1,0,0,1,0,0,19,0,0,6,7,6,12.33333333,0,0,6,7,6,12.5,0,8.9,1.4,3.51,Graduate
1,17,2,9556,1,1,122,1,19,38,4,8,118.3,1,0,0,1,0,1,19,0,0,7,7,7,11.97142857,0,0,8,8,8,14.4375,0,15.5,2.8,-4.06,Graduate
1,1,1,9147,1,1,116,1,19,19,5,8,127.9,0,0,1,0,0,1,20,0,0,5,12,2,13,1,0,5,13,2,11.5,0,9.4,-0.8,-3.12,Dropout
1,17,5,9500,1,1,137,1,1,1,5,4,131.1,1,0,0,1,0,0,18,0,0,7,9,7,12.38571429,0,0,8,9,7,12.72857143,0,13.9,-0.3,0.79,Enrolled
1,17,4,9085,1,1,128,1,38,37,4,9,117.9,1,0,0,1,0,0,20,0,0,5,12,2,13.5,0,0,5,12,5,11.28571429,1,10.8,1.4,1.74,Graduate
1,17,1,9238,1,1,123,1,1,1,9,9,115.7,1,0,0,1,0,0,21,0,0,6,8,6,12.16666667,0,0,6,7,6,13.28571429,0,11.1,0.6,2.02,Graduate
1,1,2,171,1,1,133.1,1,3,1,2,3,141,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
2,39,1,8014,0,12,110,1,37,37,7,9,120,0,0,0,1,0,0,42,0,0,6,6,6,11.66666667,0,0,6,6,6,13.66666667,0,10.8,1.4,1.74,Graduate
1,17,1,9130,1,1,143,1,3,3,2,2,131.8,1,0,1,0,0,0,18,0,0,6,9,5,12.4,0,0,6,12,5,14.16666667,0,8.9,1.4,3.51,Enrolled
1,1,1,9070,1,1,150,1,37,37,9,6,131.1,0,0,0,1,0,1,19,0,0,6,7,5,13.4,0,0,6,6,6,12.83333333,0,15.5,2.8,-4.06,Graduate
1,1,6,9254,1,1,129,1,38,19,9,5,117.8,1,0,0,1,0,0,18,0,0,6,11,6,12,0,0,6,11,4,12.5,0,8.9,1.4,3.51,Graduate
1,10,1,9085,1,1,140,1,19,19,4,5,140,1,0,0,1,0,0,21,0,0,5,6,5,14.2,0,0,5,5,5,14.8,0,10.8,1.4,1.74,Graduate
1,1,1,9238,1,1,133.1,1,38,37,5,5,108,0,0,0,1,0,1,20,0,0,6,8,6,12.125,0,0,6,7,6,14.42857143,0,16.2,0.3,-0.92,Graduate
1,1,1,9853,1,1,132,1,1,19,3,3,122.9,1,0,0,1,0,0,20,0,0,7,7,7,13.85714286,0,0,7,7,7,13.28571429,0,11.1,0.6,2.02,Graduate
1,44,1,9085,1,39,130,1,3,1,2,9,130,1,0,0,1,0,0,21,0,1,6,13,3,11.75,0,1,6,13,5,12.33333333,0,12.4,0.5,1.79,Enrolled
1,1,4,9500,1,1,137,1,38,37,7,7,126,1,0,0,1,0,0,19,0,0,7,9,7,14.28333333,0,0,8,9,8,13.12555556,0,15.5,2.8,-4.06,Graduate
1,42,1,9238,1,1,133.1,1,1,19,4,9,134,0,0,0,1,0,0,21,0,10,13,21,11,13.27272727,0,6,11,13,9,13,0,7.6,2.6,0.32,Graduate
1,1,1,9070,1,1,143,1,38,19,151,193,134.3,1,1,0,1,0,0,19,0,0,6,6,6,14.66666667,0,0,6,7,6,15.14285714,0,8.9,1.4,3.51,Graduate
1,1,1,9500,1,1,148,1,19,19,9,9,138.7,0,0,0,1,0,1,19,0,0,7,10,7,15.115,0,0,8,10,8,15.092,0,15.5,2.8,-4.06,Graduate
1,17,2,171,1,1,137,1,1,1,4,1,143.3,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Enrolled
1,44,1,9085,1,39,160,1,37,19,9,10,160,1,0,0,1,0,0,22,0,1,6,13,6,15,0,1,6,7,6,13.14285714,0,16.2,0.3,-0.92,Graduate
1,1,2,9853,1,1,112,1,3,1,3,5,111,0,0,0,1,0,0,21,0,0,6,8,5,13.2,0,0,6,9,5,14.33333333,0,9.4,-0.8,-3.12,Graduate
1,17,4,9254,1,1,133,1,37,37,5,8,128.5,1,0,0,1,0,1,18,0,0,6,14,2,11,0,0,6,14,3,10.33333333,0,7.6,2.6,0.32,Dropout
1,1,4,9500,1,1,142,1,1,3,1,2,133,0,0,0,1,0,1,20,0,0,8,8,7,14.56571429,0,0,8,8,7,14.56571429,0,10.8,1.4,1.74,Graduate
1,17,2,9670,1,1,123,1,34,37,0,0,114.6,1,0,1,0,0,0,18,0,0,5,8,3,12,0,0,5,6,4,10.75,0,7.6,2.6,0.32,Dropout
1,17,1,9238,1,1,103,1,19,37,7,9,104.1,0,0,0,1,0,0,20,0,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
1,17,4,9500,1,1,140,1,1,1,3,3,127.6,1,0,0,1,0,0,23,0,0,7,7,6,13.79666667,0,0,8,11,7,13.775,0,12.4,0.5,1.79,Graduate
1,1,2,9773,1,1,159,1,1,1,3,3,151,1,0,0,1,0,0,18,0,0,6,6,6,14.83333333,0,0,6,6,6,15.33333333,0,12.7,3.7,-1.7,Graduate
1,44,1,9238,1,39,140,1,1,1,9,3,135.7,1,0,0,1,0,0,20,0,3,6,6,6,12.83333333,0,2,6,6,6,13.83333333,0,12.4,0.5,1.79,Graduate
1,17,1,9500,1,1,148,1,38,37,5,9,137.8,1,0,0,1,0,1,18,0,0,8,8,7,14.96285714,0,0,8,8,7,14.96285714,0,10.8,1.4,1.74,Graduate
1,1,6,9147,1,1,112,1,38,38,9,9,117.3,1,0,0,1,0,0,20,0,0,5,8,4,12,0,0,5,8,5,11.2,0,11.1,0.6,2.02,Graduate
1,18,2,9500,1,1,131,1,1,3,3,2,121.2,1,0,0,1,0,0,18,0,0,7,8,7,12.4,0,0,8,9,8,12.8,0,16.2,0.3,-0.92,Graduate
1,17,1,9670,1,1,145,1,3,3,2,1,129.3,1,0,0,1,0,0,20,0,0,6,7,6,15.57142857,0,0,6,6,6,17.16666667,0,16.2,0.3,-0.92,Graduate
1,1,5,9500,1,1,133.1,1,1,1,5,8,123,1,0,0,1,0,0,19,0,0,8,8,7,13.71428571,0,0,8,8,7,13.71428571,0,12.7,3.7,-1.7,Graduate
1,44,1,9085,1,39,140,1,1,19,4,4,140,0,0,0,1,0,0,21,0,2,6,9,6,13.14285714,0,0,6,9,6,12.16666667,0,13.9,-0.3,0.79,Graduate
2,7,1,9070,1,43,140,1,37,1,9,7,140,0,0,0,1,0,0,33,0,0,6,7,6,15,0,0,6,8,3,11,0,11.1,0.6,2.02,Graduate
1,1,1,9085,1,1,150,1,12,2,4,2,144.6,0,0,1,0,0,0,24,0,0,5,6,1,13,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
1,43,1,9238,1,1,120,1,1,38,4,3,118.3,0,0,0,1,0,1,20,0,8,11,12,11,12,0,6,11,14,11,12.75,0,13.9,-0.3,0.79,Graduate
1,1,1,171,1,1,156,1,19,38,9,1,153.6,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
1,1,4,9070,1,1,167,1,1,1,7,3,158.3,1,0,0,1,0,0,18,0,0,6,6,6,15.16666667,0,0,6,6,6,14.16666667,0,15.5,2.8,-4.06,Graduate
1,43,1,8014,0,6,133.1,1,34,34,0,0,100,0,0,1,1,0,0,29,0,1,6,9,4,12,0,1,6,13,2,10.5,0,7.6,2.6,0.32,Dropout
1,17,1,9500,1,1,147,1,1,1,5,5,134.9,0,1,0,1,0,0,18,0,0,7,7,7,13.64285714,0,0,8,11,8,14.77272727,0,16.2,0.3,-0.92,Graduate
1,1,3,9773,1,1,129,1,38,37,5,5,142,1,0,0,1,0,0,19,0,0,6,8,6,12.66666667,0,0,6,7,6,12.71428571,0,9.4,-0.8,-3.12,Graduate
1,17,1,171,1,1,136,1,38,38,7,7,127.3,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
1,17,1,9238,1,1,128,1,19,19,5,4,116.5,0,0,0,1,0,1,18,0,0,6,8,5,10.8,0,0,6,9,6,10.5,0,12.4,0.5,1.79,Graduate
1,43,1,9500,1,1,140,1,19,19,7,7,138.6,0,0,0,1,0,1,19,0,0,7,9,6,14.25,0,0,8,11,8,13.06363636,0,16.2,0.3,-0.92,Graduate
1,42,1,9853,1,1,141,1,37,19,9,3,133,0,0,0,1,0,0,20,0,6,14,22,12,12.15384615,0,5,12,18,10,12.9,0,10.8,1.4,1.74,Dropout
1,17,2,9238,1,1,133,1,2,1,3,4,136.2,1,0,0,1,0,0,19,0,0,6,14,1,11.5,0,0,6,12,2,10.5,0,7.6,2.6,0.32,Enrolled
1,17,1,9254,1,1,125,1,19,19,7,5,118,1,0,0,1,0,1,19,0,0,6,10,4,12.25,0,0,6,9,3,12.33333333,0,9.4,-0.8,-3.12,Graduate
1,1,1,9070,1,1,124,1,19,37,4,4,126.8,0,0,0,1,0,1,18,0,1,6,8,6,12,1,0,6,12,5,11.14285714,0,13.9,-0.3,0.79,Enrolled
1,1,6,9500,1,1,140,1,19,38,5,7,128.5,1,0,0,1,0,1,18,0,0,8,8,8,13.40375,0,0,8,8,8,13.40375,0,9.4,-0.8,-3.12,Graduate
1,17,1,9254,1,1,140,1,3,1,2,3,129.9,0,0,0,1,0,1,19,0,0,6,15,6,11.33333333,0,0,6,9,3,12.66666667,0,9.4,-0.8,-3.12,Graduate
1,17,4,9773,1,1,137,1,1,1,5,5,125.8,0,0,1,1,1,0,20,0,0,6,7,5,12.2,0,0,6,6,6,12.33333333,0,12.7,3.7,-1.7,Dropout
1,17,1,171,1,1,144,1,37,37,9,6,129.3,1,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
1,1,6,9500,1,1,138,1,4,19,2,3,124.7,1,0,0,1,1,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92,Dropout
1,39,1,9003,1,1,130,1,3,1,2,4,154.9,0,0,1,0,1,0,35,0,0,6,8,5,16.16666667,0,0,6,10,4,16,0,8.9,1.4,3.51,Dropout
1,17,1,9119,1,1,142,1,19,38,9,7,127.3,0,0,0,1,1,0,18,0,0,5,10,3,11,0,0,5,6,3,11,1,16.2,0.3,-0.92,Enrolled
1,1,1,171,1,1,136,1,37,19,5,8,129,1,0,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
1,1,2,9773,1,1,133.1,1,38,19,4,7,98,1,0,0,1,1,1,19,0,0,6,8,4,12,0,0,6,8,6,12.28571429,0,15.5,2.8,-4.06,Enrolled
1,17,2,9147,1,1,130,1,1,38,5,7,122,1,0,0,1,1,0,20,0,0,5,8,2,10.5,0,0,5,11,4,12.25,0,10.8,1.4,1.74,Enrolled
1,43,1,9070,1,1,117,1,1,1,4,7,112.5,1,0,0,1,1,0,19,0,3,6,7,3,11.66666667,0,1,6,13,4,10.33333333,0,13.9,-0.3,0.79,Enrolled
1,1,3,9147,1,1,136,1,38,38,9,9,127.3,1,0,0,1,1,0,19,0,0,5,8,3,11,0,0,5,7,2,10,0,12.7,3.7,-1.7,Dropout
1,39,2,9556,1,1,133.1,1,1,1,9,10,100.5,0,0,0,1,1,0,24,0,0,7,18,0,0,0,0,7,13,0,0,1,11.1,0.6,2.02,Dropout
1,39,1,8014,0,1,140,1,37,37,9,7,122,1,0,1,0,1,0,29,0,0,6,11,4,12.5,0,0,6,7,0,0,0,12.4,0.5,1.79,Dropout
1,39,1,9500,1,1,150,1,38,3,9,1,140,0,0,0,1,1,0,24,0,0,7,11,7,11.29444444,0,0,8,22,2,12.6,0,15.5,2.8,-4.06,Graduate
1,17,2,9254,1,1,121,1,19,38,6,6,116.1,1,0,0,1,1,0,19,0,0,6,8,5,11.2,0,0,6,11,4,12.5,0,15.5,2.8,-4.06,Graduate
2,7,1,171,1,3,120,1,19,19,9,9,130,1,0,0,1,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
1,5,2,9070,1,1,143,1,1,1,4,10,146.2,1,0,0,1,1,0,18,0,0,6,7,5,13.2,0,0,6,6,5,11.8,0,16.2,0.3,-0.92,Graduate
1,44,1,9119,1,39,180,1,1,1,9,8,180,0,0,0,1,1,1,20,0,3,7,12,6,14.14285714,0,1,6,10,6,14.125,0,12.4,0.5,1.79,Enrolled
1,1,5,9147,1,1,132,1,39,39,3,3,127.8,1,0,0,0,1,0,18,0,0,5,0,0,0,0,0,5,0,0,0,0,11.1,0.6,2.02,Dropout
1,43,1,9147,1,1,130,1,37,19,9,8,130.8,0,0,0,1,1,0,22,0,0,5,5,0,0,0,0,5,9,3,13.33333333,2,16.2,0.3,-0.92,Enrolled
1,17,2,9147,1,1,133.1,1,38,38,4,7,109,1,0,0,1,1,1,22,0,0,5,7,3,12.33333333,0,0,5,9,3,10.57142857,0,10.8,1.4,1.74,Enrolled
1,1,5,9773,1,1,131,1,1,38,9,5,132.4,1,0,1,0,1,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
1,1,3,9500,1,1,149,1,1,1,4,4,129.3,1,0,0,1,1,0,18,0,0,8,8,7,13.1,0,0,8,8,7,13.1,0,12.7,3.7,-1.7,Graduate
1,1,1,9070,1,1,124,1,37,37,9,9,125.4,1,0,0,1,1,0,19,0,0,6,6,6,13.5,0,0,6,6,6,13.16666667,0,9.4,-0.8,-3.12,Graduate
1,1,1,9119,1,1,126,1,38,19,5,5,130.2,0,0,0,1,1,0,19,0,0,5,7,5,10.2,0,0,5,8,3,12,0,10.8,1.4,1.74,Enrolled
1,1,1,9238,1,1,140,1,19,38,9,9,132,0,0,0,1,1,0,19,0,0,6,10,5,11.57142857,0,0,6,10,3,13,0,16.2,0.3,-0.92,Dropout
1,44,1,9003,1,39,170,1,19,19,9,7,170,1,0,1,1,1,0,21,0,0,6,7,6,15.28571429,0,0,6,6,6,15.16666667,0,12.4,0.5,1.79,Graduate
1,1,2,9773,1,1,133,1,3,1,2,4,130.2,0,0,0,1,1,0,19,0,0,6,9,5,12.6,0,6,10,16,8,11,1,8.9,1.4,3.51,Enrolled
1,18,2,9556,1,1,126,1,3,3,2,2,115.5,0,0,0,1,1,0,18,0,0,7,11,6,13.43333333,0,0,7,10,4,13.6,0,8.9,1.4,3.51,Graduate
1,16,2,9147,1,1,129,1,19,19,4,9,127.6,1,0,0,1,1,0,19,0,0,5,8,5,11.6,0,0,5,9,3,11,0,10.8,1.4,1.74,Dropout
1,7,1,9773,1,43,140,1,19,1,4,8,140,0,0,0,1,1,0,25,0,0,6,6,6,14.66666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
1,1,1,9070,1,1,130,1,37,1,9,8,120.2,1,0,0,1,1,0,22,0,0,6,9,6,14.66666667,0,0,6,12,6,14.66666667,0,12.7,3.7,-1.7,Graduate
1,39,1,9500,1,1,130,1,1,1,4,9,150,0,0,0,1,1,0,24,0,0,8,8,7,12.74285714,0,0,8,8,7,12.74285714,0,12.7,3.7,-1.7,Graduate
1,1,2,9500,1,1,99,1,1,3,5,10,100,1,0,0,1,1,0,19,0,0,7,9,7,11.975,0,0,8,9,7,13.12857143,0,13.9,-0.3,0.79,Graduate
1,43,1,9119,1,1,146,1,3,1,2,3,100,0,0,0,1,1,0,18,0,0,5,9,4,12.25,0,0,5,11,3,11.66666667,0,13.9,-0.3,0.79,Enrolled
1,17,1,171,1,1,129,1,38,37,4,6,128,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
1,1,2,9500,1,1,132,1,19,19,9,7,128,1,0,0,1,1,1,19,0,0,8,8,7,14.93571429,0,0,8,8,7,14.93571429,0,10.8,1.4,1.74,Graduate
1,43,3,9254,1,1,110,1,37,37,9,9,107.2,1,0,0,1,1,0,19,0,1,6,16,2,10.5,0,0,6,15,4,10,0,7.6,2.6,0.32,Dropout
1,1,1,9670,1,1,116,1,3,3,3,3,110.1,1,0,0,1,1,0,19,0,0,6,9,5,13.33333333,0,0,6,6,5,13,0,12.4,0.5,1.79,Graduate
1,43,1,9003,1,1,119,1,37,37,9,6,119,0,0,1,1,1,0,23,0,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
2,39,1,9773,1,1,120,1,37,38,9,3,155.5,0,0,0,1,1,0,47,0,0,6,12,5,13.8,0,0,6,13,4,14,0,12.7,3.7,-1.7,Dropout
1,1,1,9070,1,1,117,1,1,1,3,9,118.4,0,0,0,1,1,0,19,0,0,6,6,6,11.83333333,0,0,6,8,4,10.75,2,16.2,0.3,-0.92,Graduate
1,1,4,171,1,1,137,1,1,38,4,8,141.2,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
1,1,1,171,1,1,124,1,3,3,2,2,119.1,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
1,43,1,9147,1,1,151,1,1,3,1,1,111,0,0,0,1,1,0,28,0,0,5,9,2,10,0,0,5,9,0,0,0,15.5,2.8,-4.06,Dropout
1,43,1,9254,1,6,138.6,1,34,34,0,0,138.6,1,0,0,1,1,0,20,0,0,6,10,4,11.5,0,0,6,11,3,11.66666667,0,7.6,2.6,0.32,Dropout
1,17,2,9254,1,1,118,1,19,19,5,7,121.2,0,0,0,1,1,1,18,0,0,6,12,3,10.66666667,0,0,6,9,4,12,0,15.5,2.8,-4.06,Enrolled
1,1,1,171,1,1,136,1,19,19,4,8,150.4,1,0,0,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
1,1,1,9254,1,1,123,1,38,19,9,4,117.8,0,0,0,1,1,0,19,0,0,6,10,4,12.75,0,0,6,12,2,13,0,10.8,1.4,1.74,Enrolled
1,39,1,9254,1,19,133.1,1,38,37,4,5,102.5,0,0,1,0,1,0,24,0,0,6,7,0,0,0,0,6,7,0,0,0,16.2,0.3,-0.92,Dropout
1,39,1,9130,1,1,130,1,19,1,191,144,110,0,0,0,1,1,0,24,0,0,6,11,6,11.33333333,0,0,6,12,3,11.33333333,0,16.2,0.3,-0.92,Enrolled
1,39,1,9085,1,12,133.1,1,38,19,9,8,138.3,1,0,1,0,1,0,25,0,0,6,6,0,0,0,0,6,6,0,0,0,8.9,1.4,3.51,Enrolled
1,39,1,9254,1,1,150,1,3,1,3,4,122.3,0,0,0,1,1,0,28,0,0,6,10,6,13,0,0,6,8,5,12.2,0,13.9,-0.3,0.79,Graduate
2,39,1,9991,0,1,130,1,37,37,9,9,127.8,0,0,0,1,1,0,37,0,0,5,7,4,10.75,0,0,5,7,3,11.33333333,0,7.6,2.6,0.32,Enrolled
1,43,1,9119,1,1,128,1,1,38,4,7,100,0,0,0,1,1,0,19,0,0,5,8,5,12,0,0,5,12,2,10.5,0,13.9,-0.3,0.79,Enrolled
1,17,4,9500,1,1,133,1,38,37,5,7,126.4,1,0,0,1,1,1,18,0,0,7,7,7,13.46285714,0,0,8,8,8,13.90625,0,11.1,0.6,2.02,Graduate
1,39,1,9254,1,19,133.1,1,37,37,90,90,100,0,0,0,1,1,0,48,0,0,6,13,3,10,0,0,6,15,1,10,0,7.6,2.6,0.32,Dropout
1,17,4,9238,1,1,129,1,37,37,9,8,117.1,1,0,0,1,1,0,21,0,0,6,6,6,12.33333333,0,0,6,7,6,13.66666667,0,8.9,1.4,3.51,Graduate
1,17,1,9500,1,1,128,1,1,1,4,5,124.7,0,0,0,1,1,1,19,0,0,7,11,6,12.52857143,0,0,7,10,6,12.41666667,0,15.5,2.8,-4.06,Enrolled
1,43,2,9500,1,1,136,1,19,1,9,10,124.1,0,0,0,1,1,1,21,0,0,8,8,0,0,8,0,8,8,0,0,8,9.4,-0.8,-3.12,Enrolled
1,44,1,9119,1,1,130,1,37,12,9,8,129.4,1,0,1,0,1,0,23,0,0,5,6,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79,Dropout
1,1,1,9130,1,1,141,1,1,1,4,10,138.9,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,4,13.25,1,10.8,1.4,1.74,Graduate
1,44,1,9238,1,39,140,1,1,1,4,3,138.6,0,0,0,1,1,0,22,0,3,6,7,6,12.33333333,0,2,6,6,2,14,0,13.9,-0.3,0.79,Dropout
1,16,1,171,1,1,122,1,19,37,9,7,133.9,1,0,0,1,1,0,25,0,9,13,16,10,11.45454545,0,5,11,13,7,12.25,0,12.4,0.5,1.79,Dropout
1,7,1,9085,1,40,140,1,5,3,2,2,140,0,0,1,1,1,0,27,0,8,13,13,8,13.5,2,5,11,12,5,14.4,0,11.1,0.6,2.02,Dropout
1,39,1,9119,1,12,133.1,1,34,34,0,0,95.1,0,0,0,0,1,0,49,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,Dropout
1,39,1,9991,0,1,120,1,19,37,5,5,128.2,0,0,0,0,1,0,31,0,0,5,5,2,11,0,0,5,0,0,0,0,12.7,3.7,-1.7,Dropout
1,39,1,9254,1,1,133.1,1,37,37,9,6,121.5,0,0,0,1,1,0,54,0,0,6,9,6,13.71428571,0,0,6,13,5,14.33333333,0,16.2,0.3,-0.92,Dropout
1,7,1,33,1,40,120,1,38,37,5,6,120,1,0,1,0,1,0,25,0,18,21,26,21,12.36363636,0,12,16,21,12,12.25,1,11.1,0.6,2.02,Dropout
1,44,1,9003,1,39,130,1,5,3,2,2,130,0,0,0,1,1,0,20,0,1,7,13,3,10.66666667,0,0,6,14,2,11.5,0,15.5,2.8,-4.06,Enrolled
1,7,1,9070,1,3,120,1,4,4,2,2,120,0,0,0,1,1,0,28,0,0,6,9,2,12,0,0,6,10,3,12.66666667,0,12.7,3.7,-1.7,Dropout
2,39,1,8014,0,19,133.1,1,37,37,9,6,107,0,0,0,1,1,0,41,0,1,7,7,7,12.85714286,0,0,6,6,6,13.16666667,0,12.7,3.7,-1.7,Graduate
1,1,2,9670,1,1,122,1,1,19,4,4,116.1,0,0,0,1,1,1,19,0,0,6,10,6,13.125,0,0,6,9,6,12.71428571,0,11.1,0.6,2.02,Enrolled
1,43,1,9147,1,1,123,1,1,1,4,4,114.4,0,0,0,1,1,0,22,0,0,5,6,0,0,0,0,5,8,2,11.5,0,15.5,2.8,-4.06,Dropout
1,1,1,9254,1,1,178,1,2,1,2,3,157.7,0,0,0,1,1,0,34,0,0,6,13,2,13.5,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
1,39,1,9003,1,1,130,1,38,38,9,9,150,0,0,1,0,1,0,28,0,5,11,14,11,15.09090909,0,5,10,11,10,15,0,11.1,0.6,2.02,Dropout
1,1,1,9853,1,1,110,1,37,37,9,4,114.3,1,0,0,1,1,0,42,0,0,6,9,5,12.4,0,0,6,10,5,11.8,0,7.6,2.6,0.32,Enrolled
1,18,1,9085,1,1,106,1,1,19,3,5,104.6,0,0,0,0,1,0,21,0,0,6,10,5,14,0,0,6,11,4,14.8,0,11.1,0.6,2.02,Enrolled
1,7,1,9003,1,3,140,1,39,39,9,4,140,0,0,0,1,1,0,50,0,2,6,8,2,13.5,0,1,6,9,1,13,0,15.5,2.8,-4.06,Dropout
1,1,4,9147,1,1,108,1,3,1,3,4,109.1,1,0,0,1,1,0,19,0,0,5,5,0,0,0,0,5,5,0,0,0,12.4,0.5,1.79,Dropout
1,43,1,9500,1,1,120,1,3,4,2,4,120.6,0,0,0,1,1,0,18,0,0,7,12,4,12.65,0,0,7,10,3,10.66666667,0,16.2,0.3,-0.92,Dropout
2,39,1,9991,0,1,100,1,37,37,1,1,161.9,0,0,0,1,1,0,59,0,0,5,7,0,0,0,0,5,7,0,0,0,16.2,0.3,-0.92,Dropout
