Test,tenure,Monthly Charges,Total Charges Residues,Total Charges
failed GAN,7.671809,95.83549,14.44825176,668.07526
failed GAN,9.706972,57.63269,-281.6631963,545.35675
failed GAN,10.321665,94.63883,-159.5642391,719.82666
failed GAN,14.573187,100.59217,-340.2652118,901.3492
failed GAN,12.890121,113.769844,-164.2493279,933.9703
failed GAN,14.3875265,155.30203,-49.32240631,1176.474
failed GAN,14.885517,122.27001,-268.4685752,999.7559
failed GAN,18.30894,128.52527,-426.5749533,1133.3202
failed GAN,16.987753,141.40128,-327.7981357,1119.5338
failed GAN,8.544203,88.90948,-69.8851727,658.06854
failed GAN,12.972812,106.334724,-253.4249812,851.8398
failed GAN,9.899791,93.45272,-93.40234568,750.0455
failed GAN,8.067796,120.08997,126.3255333,813.69006
failed GAN,14.693079,130.91833,-207.0133365,1044.8157
failed GAN,11.905298,96.36695,-204.3863355,809.9278
failed GAN,15.156985,118.02198,-281.8145154,1009.53864
failed GAN,10.955172,103.186104,-156.4338073,776.93097
failed GAN,9.329362,102.38755,-6.069621586,788.7785
failed GAN,16.522514,138.79382,-295.8309471,1111.8633
failed GAN,12.855337,112.98286,-214.1853415,881.07074
failed GAN,15.725313,118.34079,-325.9008773,1013.873
failed GAN,11.314794,98.94218,-163.0674505,800.9366
failed GAN,6.3035045,103.36953,143.1765521,680.226
failed GAN,7.603486,75.55053,-84.04408766,563.7619
failed GAN,15.793258,130.59824,-273.3428928,1072.2198
failed GAN,10.039051,79.18361,-189.0429959,666.2696
failed GAN,18.987715,141.5856,-355.0149996,1262.7108
failed GAN,7.1660566,68.405426,-71.03067673,539.50696
failed GAN,12.576725,103.5709,-230.4129429,841.1058
failed GAN,10.559595,71.57473,-247.9946502,651.66754
failed GAN,17.124043,112.23692,-436.2081161,1022.73553
failed GAN,15.767619,123.263214,-306.9236872,1036.4546
failed GAN,9.642399,99.307014,-75.57062031,745.9478
failed GAN,15.264199,128.78918,-266.2430328,1034.2446
failed GAN,9.163237,90.45255,-115.7751123,664.9194
failed GAN,10.211697,86.329445,-162.7078848,707.3139
failed GAN,13.001862,83.78025,-321.0835991,786.6562
failed GAN,10.730916,69.56947,-287.9727911,626.2857
failed GAN,13.045902,123.88232,-148.5977433,962.8942
failed GAN,15.709751,107.761955,-398.5709174,939.8771
failed GAN,12.290703,95.75544,-249.642153,797.50793
failed GAN,7.918912,90.28507,-35.38192572,639.2979
failed GAN,12.422038,112.1558,-181.6232346,876.7164
failed GAN,9.541515,79.80027,-163.7326497,649.1906
failed GAN,9.736252,75.24029,-194.7368599,634.7777
failed GAN,12.308813,142.44458,-17.21122874,1031.4818
failed GAN,9.173548,80.52705,-120.3877546,661.18524
failed GAN,9.442857,124.37856,65.4316689,869.9494
failed GAN,13.404665,114.13745,-188.3859309,953.6721
failed GAN,14.417536,105.43893,-275.8470122,952.50616
failed GAN,12.359681,95.80519,-221.2694086,831.7575
failed GAN,15.396042,140.26349,-218.5684653,1093.152
failed GAN,8.205233,73.30392,-126.54006,572.5339
failed GAN,12.791876,106.23803,-223.3498962,866.4994
failed GAN,9.280797,139.27744,152.565946,943.2764
failed GAN,13.185604,114.10691,-218.5396512,904.8547
failed GAN,12.865417,149.3048,-20.56108287,1075.5538
failed GAN,10.320581,99.1282,-132.8588438,746.4397
failed GAN,19.324184,149.20334,-359.1945707,1287.1979
failed GAN,14.876518,94.87455,-371.3861734,896.0716
failed GAN,13.509115,117.00383,-206.9675796,943.98944
failed GAN,11.349594,87.106026,-215.7474601,751.2215
failed GAN,9.585354,106.45355,-38.08896898,778.5693
failed GAN,10.88791,102.50831,-127.6499524,799.9842
failed GAN,12.055406,80.80035,-313.2761496,713.82697
failed GAN,14.70154,97.308556,-359.1411514,893.40875
failed GAN,10.234198,87.826454,-161.3246974,710.61414
failed GAN,9.616722,99.59487,-93.39724712,725.93353
failed GAN,19.038431,161.18993,-325.7941293,1296.2526
failed GAN,14.299631,107.22153,-284.7003371,933.6075
failed GAN,9.93613,105.84348,-12.94587581,833.598
failed GAN,8.833524,70.16927,-177.3297426,575.2737
failed GAN,14.677533,114.5649,-293.2790798,957.22546
failed GAN,12.709333,114.80752,-162.2593223,920.55743
failed GAN,14.414344,125.868744,-213.3035684,1014.77765
failed GAN,11.272528,138.35306,39.9309514,1000.334
failed GAN,14.004302,112.04081,-258.0860343,935.0602
failed GAN,16.488564,114.29627,-384.0581563,1020.7436
failed GAN,10.150562,115.52175,-19.92747144,844.8857
failed GAN,9.106643,88.81383,-100.6056856,675.2671
failed GAN,10.001284,71.418045,-238.5737022,613.5212
failed GAN,15.823366,119.84161,-325.2167208,1022.91113
failed GAN,10.98756,75.10095,-273.196148,662.92804
failed GAN,8.48752,116.88899,90.39195675,813.51636
failed GAN,8.119057,96.63047,14.46801035,706.1999
failed GAN,11.2790785,86.317085,-237.7984817,723.16266
failed GAN,8.269518,93.00317,-19.03694879,685.514
failed GAN,5.9505467,119.8341,269.7913951,776.76935
failed GAN,14.715038,115.58813,-255.4902115,998.2097
failed GAN,10.656524,113.64254,-87.29250056,820.6279
failed GAN,14.164968,132.11232,-183.1076947,1023.72705
failed GAN,14.299562,125.24542,-228.6203584,989.6816
failed GAN,10.751404,86.91541,-190.6782991,725.32574
failed GAN,14.479092,120.78336,-257.7755142,975.82214
failed GAN,10.539064,92.544716,-173.9022788,724.0107
failed GAN,12.726799,101.23172,-251.7842602,832.52057
failed GAN,12.844826,94.170334,-296.4118895,797.94867
failed GAN,10.631392,104.36413,-110.0859906,795.6932
failed GAN,12.065511,95.44473,-222.544311,805.41974
failed GAN,16.776157,144.05853,-258.8733631,1170.4309
failed GAN,11.18799,84.34129,-233.8304335,719.3701
failed GAN,14.105556,122.3229,-224.3441284,977.4288
failed GAN,9.684965,96.99819,-106.1456818,718.9993
failed GAN,11.047371,92.64023,-189.2848985,751.9351
failed GAN,12.966314,160.28455,24.64393896,1129.3551
failed GAN,11.877843,94.40737,-211.3179693,800.65704
failed GAN,11.474146,93.32342,-217.95036,759.63025
failed GAN,12.384519,106.613884,-184.0416702,871.1014
failed GAN,12.671465,109.4192,-197.4755536,882.1149
failed GAN,17.209112,125.77459,-365.4259017,1100.7655
failed GAN,14.729779,123.22908,-242.3695833,1012.58624
failed GAN,7.157864,105.84724,124.4557609,734.2954
failed GAN,17.77074,128.72986,-386.0543933,1127.9869
failed GAN,6.3534036,85.893425,82.36408111,623.66486
failed GAN,14.652536,118.235176,-261.2330316,987.1418
failed GAN,12.064594,96.134514,-220.2962239,807.5897
failed GAN,10.2627125,77.65261,-218.0865315,656.2817
failed GAN,8.337744,89.974785,-50.14916511,660.21454
failed GAN,9.140512,91.58407,-87.77237528,690.986
failed GAN,15.010507,108.92722,-314.883242,963.9902
failed GAN,9.424691,90.7339,-119.8503142,683.1197
failed GAN,11.718211,132.04904,-37.50783429,960.86676
failed GAN,11.165494,140.5916,41.33209308,992.616
failed GAN,14.131666,100.60508,-352.6955225,851.30194
failed GAN,11.704486,107.197365,-148.4778842,848.72736
failed GAN,11.069353,91.67466,-175.5603031,767.53253
failed GAN,12.211956,133.8942,-89.04795271,951.393
failed GAN,12.121318,90.07299,-274.3241265,758.3946
failed GAN,18.447186,150.10368,-345.5093121,1226.1642
failed GAN,8.989593,80.587395,-131.5899352,634.31036
failed GAN,7.870406,87.95116,-18.25328481,652.2939
failed GAN,18.472206,136.34514,-381.7426799,1192.0625
failed GAN,10.731533,105.131065,-115.0301187,799.28094
failed GAN,9.232128,103.59138,-32.6928957,753.87103
failed GAN,15.3900175,107.87832,-335.5001866,975.707
failed GAN,18.18729,147.4073,-325.0020496,1224.5287
failed GAN,9.8945265,102.21302,-77.61204791,765.38727
failed GAN,10.694065,83.132225,-203.6452394,707.4736
failed GAN,14.505354,151.737,-122.7316385,1113.1035
failed GAN,7.53494,54.38724,-177.4017878,464.56418
failed GAN,14.774368,114.616905,-293.8983415,964.8564
failed GAN,10.886686,69.966354,-313.3222294,614.20764
failed GAN,8.54183,130.65382,164.1976235,891.94916
failed GAN,9.317085,69.08941,-195.578139,598.224
failed GAN,8.507828,56.51258,-201.9883154,522.8663
failed GAN,14.766244,146.84743,-149.0486884,1109.0139
failed GAN,11.734876,96.694084,-203.4619681,796.33246
failed GAN,12.56059,115.916664,-185.7010142,884.44305
failed GAN,13.989244,95.67299,-348.5691145,843.2942
failed GAN,16.972628,120.20253,-373.5666076,1072.4767
failed GAN,6.1939588,125.03718,271.184747,798.90106
failed GAN,9.19454,83.79861,-121.5884826,661.773
failed GAN,12.712509,94.8218,-247.1832429,835.9041
failed GAN,16.990961,138.38295,-297.3418526,1150.2634
failed GAN,10.56962,82.86383,-221.7601457,678.75616
failed GAN,11.904505,84.47469,-261.1660731,753.0805
failed GAN,10.727863,94.032974,-166.12868,747.8697
failed GAN,10.901176,124.254944,-43.78545639,884.97894
failed GAN,13.058022,117.5934,-207.3684797,905.15607
failed GAN,12.424805,117.806305,-132.158329,926.41705
failed GAN,12.966669,127.428535,-131.0939465,973.64746
failed GAN,13.755031,128.65479,-155.8473664,1016.06134
failed GAN,9.769721,116.74446,18.08172982,850.4478
failed GAN,8.714521,116.9251,67.65334054,810.1179
failed GAN,12.007704,89.353035,-256.6146783,766.4243
failed GAN,6.573038,84.98582,42.13608854,602.1494
failed GAN,14.4666395,150.0533,-145.0764193,1087.4603
failed GAN,13.153029,87.96242,-323.3949484,797.22406
failed GAN,9.440946,95.14346,-75.80661667,728.5483
failed GAN,7.9294324,78.42832,-92.63654855,582.9396
failed GAN,9.390545,80.06768,-145.6538245,654.407
failed GAN,13.873367,117.89982,-209.4241621,972.5666
failed GAN,10.702788,114.14685,-42.00672631,869.8553
failed GAN,11.76886,95.56142,-208.6139457,794.07587
failed GAN,9.840587,108.610054,-42.94615068,795.4576
failed GAN,16.967915,151.55786,-248.4081668,1197.2336
failed GAN,15.008171,106.35888,-334.3422182,944.3322
failed GAN,11.054024,98.00352,-165.9206745,775.86615
failed GAN,16.038073,114.90446,-357.032576,1009.388
failed GAN,6.503216,84.08143,46.90902175,600.9736
failed GAN,6.78022,98.74508,92.06208241,669.727
failed GAN,12.492007,131.08371,-115.737792,948.5631
failed GAN,11.953163,106.68432,-182.4382642,835.9539
failed GAN,6.612592,115.74044,184.8370851,748.22034
failed GAN,9.132023,125.82964,101.2751152,879.31024
failed GAN,15.3739195,142.65767,-218.9998604,1090.8358
failed GAN,10.595904,80.031006,-216.7154644,686.0402
failed GAN,11.765463,100.63192,-189.9320962,812.4683
failed GAN,8.856186,100.38083,-9.931812148,744.6024
failed GAN,13.654379,127.75703,-163.3673618,999.96594
failed GAN,7.602013,94.024956,10.58970981,658.2702
failed GAN,14.535993,120.49746,-228.0545369,1010.391
failed GAN,14.903671,109.23482,-328.2874697,941.4837
failed GAN,13.04031,99.11326,-267.114113,843.9014
failed GAN,9.899698,65.430504,-258.8976222,584.5423
failed GAN,10.822084,98.89944,-146.2861726,775.7397
failed GAN,12.08934,105.63099,-185.9080072,844.08624
failed GAN,13.700597,102.740776,-292.7909685,874.48004
failed GAN,13.119873,93.684586,-306.5846353,811.20953
failed GAN,17.16269,159.6276,-198.4646145,1263.7717
failed GAN,12.380493,90.795296,-265.8882609,788.9118
failed GAN,14.610699,117.90934,-252.6370799,992.1733
failed GAN,11.4864435,95.94495,-173.3033392,805.325
failed GAN,14.650402,112.659065,-282.4667179,965.7263
failed GAN,11.963213,83.18814,-280.0091096,739.2393
failed GAN,14.921759,145.4579,-165.3516411,1105.9606
failed GAN,14.100881,105.92787,-302.0502251,899.3244
failed GAN,11.45793,104.94807,-171.7386303,804.4604
failed GAN,16.209438,124.7938,-318.5654257,1062.4552
failed GAN,11.502548,84.49517,-216.7985792,763.20184
failed GAN,8.020463,98.60479,12.92617626,696.258
failed GAN,11.298931,103.95271,-167.9840459,794.6685
failed GAN,9.433256,107.87315,-24.53573981,779.164
failed GAN,7.1315603,46.020454,-177.376832,430.22177
failed GAN,12.061485,120.670876,-111.5650716,916.05597
failed GAN,7.2246437,56.238464,-136.5398727,478.9893
failed GAN,16.246048,115.54644,-358.5049446,1025.6348
failed GAN,12.263184,84.017166,-283.3093541,761.49615
failed GAN,11.73047,78.62039,-279.0863433,720.3327
failed GAN,14.075189,131.5537,-168.866204,1030.3195
failed GAN,14.0644865,139.64496,-127.6707665,1070.6031
failed GAN,13.138557,111.540245,-206.536465,912.84955
failed GAN,6.8692555,63.277832,-87.95837316,497.29224
failed GAN,13.541681,111.875114,-230.0448956,923.6867
failed GAN,11.847063,106.42553,-159.5763979,849.7762
failed GAN,8.468245,72.44299,-139.5962012,581.886
failed GAN,13.906375,93.434364,-343.3219958,841.481
failed GAN,8.267318,130.48195,165.585088,869.9486
failed GAN,12.2975235,94.99432,-231.1511797,816.58
failed GAN,12.015174,150.98639,53.7343885,1077.4098
failed GAN,9.109339,73.9286,-178.8347209,597.26776
failed GAN,8.423437,56.365868,-218.2068245,499.4578
failed GAN,15.170032,125.46981,-271.2454408,1021.2193
failed GAN,13.575723,160.69913,1.397775361,1158.0297
failed GAN,11.196438,147.90077,53.06220912,1006.9825
failed GAN,9.853188,78.30195,-197.8893376,641.588
failed GAN,17.390934,147.15948,-287.4130725,1194.2693
failed GAN,16.414015,108.4188,-434.5749896,963.8753
failed GAN,8.542729,136.24637,171.98827,899.8164
failed GAN,11.853743,94.229164,-252.8401243,757.0816
failed GAN,11.062065,77.14657,-293.152406,649.3195
failed GAN,11.335519,83.59917,-251.5867505,714.18304
failed GAN,9.642436,125.854546,57.52142734,879.043
failed GAN,10.091071,79.82722,-171.4155845,688.32904
failed GAN,15.878908,124.98858,-320.8755487,1031.9844
failed GAN,9.181805,88.54035,-91.66703904,690.60944
failed GAN,9.923124,93.9153,-133.2087835,712.227
failed GAN,10.280363,74.37762,-214.0903285,661.7817
failed GAN,9.957981,87.32166,-166.0791993,682.32635
failed GAN,12.832535,92.72027,-281.9887341,811.32465
failed GAN,14.370535,89.52053,-396.0337551,828.315
failed GAN,14.4284525,95.900215,-348.2606022,881.02264
failed GAN,17.47452,143.14148,-334.0382786,1154.7655
failed GAN,11.294058,86.39788,-229.1580234,733.07935
failed GAN,8.138042,53.93188,-217.6685641,475.68082
failed GAN,12.908987,89.80105,-299.8081237,800.01886
failed GAN,11.733936,88.0494,-247.5973415,752.117
failed GAN,6.8572574,93.62527,75.75460757,659.983
failed GAN,7.65908,85.944115,-18.55051588,633.992
failed GAN,9.34825,117.91616,31.89514819,828.3525
failed GAN,15.882621,104.58314,-432.2285909,920.9477
failed GAN,9.174439,74.30693,-176.6778365,604.97107
failed GAN,7.964929,64.33678,-151.4005074,527.1999
failed GAN,10.653082,103.665504,-112.0420072,795.58514
failed GAN,9.567524,89.267494,-146.5578188,668.58136
failed GAN,11.264811,89.54475,-203.7132714,756.0323
failed GAN,12.006809,108.5808,-165.6861256,857.2766
failed GAN,12.535192,105.41943,-205.4139915,862.5662
failed GAN,11.935012,90.63273,-253.6386253,763.2071
failed GAN,10.041337,118.14879,-4.066259738,851.4411
failed GAN,18.367315,131.25562,-399.1724187,1165.6962
failed GAN,8.901629,71.952,-189.2032899,569.2026
failed GAN,11.752367,110.869774,-153.541936,847.7427
failed GAN,8.08746,109.92356,67.56736896,756.60724
failed GAN,12.347121,114.544044,-148.0502148,903.9066
failed GAN,9.315872,80.44027,-110.0421931,683.6566
failed GAN,16.327515,123.03933,-337.1206149,1053.96
failed GAN,9.690625,119.79687,24.25115438,849.87836
failed GAN,8.861507,64.85085,-190.2852236,564.70233
failed GAN,8.933069,75.84783,-145.3806723,615.70386
failed GAN,11.925937,98.68054,-194.2614484,821.8111
failed GAN,9.249682,86.74265,-111.6500011,676.4095
failed GAN,12.258919,190.18094,242.1353677,1286.5775
failed GAN,11.479246,88.27082,-247.0637726,730.95135
failed GAN,15.516622,148.09305,-147.9579065,1174.0358
failed GAN,13.285272,115.93224,-209.0500204,922.8359
failed GAN,14.548943,118.766846,-269.8398582,969.709
failed GAN,11.052741,127.797646,-13.23616473,928.44135
failed GAN,10.4777565,70.7361,-268.3995086,624.29016
failed GAN,11.812024,94.262405,-214.1145259,792.2528
failed GAN,9.580568,93.25675,-110.4180087,705.8325
failed GAN,12.801309,104.16468,-216.1692742,874.4837
failed GAN,8.4048,123.5561,139.3002209,855.377
failed GAN,17.838852,120.02037,-426.292737,1093.5516
failed GAN,9.598387,119.27008,11.95563831,829.7243
failed GAN,12.696181,81.8898,-321.8682809,759.82794
failed GAN,13.308744,124.362816,-176.8808008,957.0049
failed GAN,9.402395,86.094536,-123.4169273,677.6535
failed GAN,5.782619,112.41207,244.1028018,736.77356
failed GAN,9.812576,83.25752,-148.1896541,687.8276
failed GAN,14.531988,102.378,-346.5108767,891.59344
failed GAN,9.735675,92.65928,-123.0575003,706.4079
failed GAN,14.571271,114.84749,-301.8543114,939.59686
failed GAN,11.274763,105.17372,-150.1283174,810.46515
failed GAN,11.148934,86.73137,-216.9531589,732.91986
failed GAN,7.453217,59.669872,-163.0365466,471.96674
failed GAN,7.8313274,64.02356,-154.9054447,512.3123
failed GAN,14.651902,139.28516,-208.8519158,1039.4689
failed GAN,14.64731,109.60117,-322.892784,925.0368
failed GAN,12.940909,118.00536,-167.4147919,935.1319
failed GAN,11.006965,89.3715,-218.0711059,719.70636
failed GAN,14.75395,97.77067,-366.5634575,890.4517
failed GAN,15.473207,133.86366,-277.8396115,1040.4552
failed GAN,15.875153,120.176994,-303.2011281,1049.3389
failed GAN,10.3587265,116.513855,-36.98458515,845.5639
failed GAN,13.551975,137.4072,-126.0820295,1028.5266
failed GAN,11.413593,100.72646,-179.7299322,792.69165
failed GAN,7.093117,78.901886,-21.36375852,582.95953
failed GAN,12.913012,141.91475,-73.87200789,1026.2979
failed GAN,12.592364,96.770195,-237.636623,835.21454
failed GAN,14.178316,91.02967,-361.3339749,846.638
failed GAN,15.614915,119.32891,-321.7686277,1008.5995
failed GAN,10.392405,163.89882,198.4516555,1083.8695
failed GAN,16.90261,145.13399,-291.0342755,1149.0436
failed GAN,9.269383,60.715397,-244.7878977,544.9501
failed GAN,5.3315644,71.402596,55.85356002,510.09512
failed GAN,14.0384655,99.52106,-304.109215,891.9477
failed GAN,8.291716,125.18731,140.4610738,846.90326
failed GAN,8.854609,72.906075,-181.674954,572.7249
failed GAN,12.794011,103.04225,-233.1334252,856.89777
failed GAN,11.1852455,108.48292,-122.3857061,830.581
failed GAN,10.461708,87.22462,-170.2593097,721.06305
failed GAN,10.085605,110.5954,-39.55248918,819.72644
failed GAN,18.089594,123.71752,-392.650892,1148.5563
failed GAN,12.505404,102.997734,-194.741697,870.7006
failed GAN,10.58597,75.512115,-210.884952,691.02435
failed GAN,11.657903,89.214226,-233.6950001,759.54144
failed GAN,12.231493,95.05737,-242.0502368,800.05524
failed GAN,14.096637,141.80945,-148.7370425,1052.276
failed GAN,8.657522,79.96713,-98.22087727,639.38745
failed GAN,9.304461,84.287834,-140.7763325,651.95026
failed GAN,10.831696,85.32674,-214.1508011,708.694
failed GAN,9.416345,96.317986,-67.58824712,734.6707
failed GAN,18.415323,120.00448,-470.9265307,1098.0323
failed GAN,15.42101,128.8295,-254.9479027,1058.8998
failed GAN,13.48697,112.06336,-233.1084477,915.96185
failed GAN,9.766818,120.68041,25.44506121,857.5638
failed GAN,11.023353,81.153656,-219.9798997,719.1938
failed GAN,12.720776,88.05384,-295.2040293,788.58765
failed GAN,8.705601,83.291115,-97.10608839,644.5985
failed GAN,10.813209,77.37416,-238.6026855,682.66705
failed GAN,9.732812,159.16998,229.9868231,1059.2083
failed GAN,9.665159,69.113716,-208.9701393,614.4874
failed GAN,12.46281,130.67262,-125.05889,936.75446
failed GAN,13.292606,99.88427,-262.1511666,870.3596
failed GAN,12.125488,154.67038,44.50839557,1077.5824
failed GAN,9.790771,92.821175,-108.9797497,725.17975
failed GAN,11.960835,82.95011,-294.9714075,724.0744
failed GAN,7.9005885,95.598625,14.37900993,687.4977
failed GAN,11.773181,95.63001,-232.1036086,770.95435
failed GAN,12.656834,101.32394,-259.0063136,819.3376
failed GAN,13.008847,124.464264,-164.718911,943.616
failed GAN,16.517612,132.8533,-299.3141038,1107.9625
failed GAN,13.160915,132.05461,-116.0979542,1005.19293
failed GAN,10.134123,88.58211,-144.8466925,718.5659
failed GAN,8.700244,91.871574,-62.37167975,678.8765
failed GAN,8.564702,54.2352,-256.9903978,472.7098
failed GAN,16.81861,127.344444,-344.2716972,1088.6495
failed GAN,12.421007,161.64586,87.00270506,1145.2545
failed GAN,7.810585,67.805016,-106.1871523,559.26337
failed GAN,12.238412,82.17051,-309.0410656,733.6539
failed GAN,13.863242,89.707794,-356.9892767,824.13885
failed GAN,7.8634644,111.28767,105.2924294,775.2482
failed GAN,13.496555,101.03944,-292.4273958,857.45953
failed GAN,13.8331175,134.98672,-147.192863,1031.3687
failed GAN,13.483282,109.11386,-230.3122854,918.4438
failed GAN,12.945698,103.88688,-217.5123077,885.4424
failed GAN,9.232501,84.62628,-129.1491748,657.44653
failed GAN,19.52005,125.69067,-514.6533701,1148.4266
failed GAN,13.418194,107.77061,-257.3943321,885.81635
failed GAN,11.860165,93.80547,-244.9170694,765.5518
failed GAN,8.551235,104.174736,38.83242109,767.38525
failed GAN,7.885151,74.29842,-109.7291374,562.0743
failed GAN,9.67842,99.4587,-87.0537573,737.5336
failed GAN,12.820293,95.2687,-265.4043835,826.866
failed GAN,9.326951,131.14734,100.1468921,894.7896
failed GAN,12.683431,126.79322,-121.0583394,959.5516
failed GAN,13.674032,90.81123,-322.338949,842.66876
failed GAN,14.535858,125.01833,-233.4517951,1004.98224
failed GAN,12.426616,146.5138,-14.51567361,1044.214
failed GAN,10.455573,105.61991,-117.2905666,773.5091
failed GAN,11.725721,87.55816,-257.0015354,742.0129
failed GAN,11.765971,98.75809,-216.0163771,786.4273
failed GAN,10.863703,123.06856,-60.7239111,864.84784
failed GAN,11.967203,82.86653,-287.3929518,732.1954
failed GAN,16.367327,160.44109,-201.6772396,1192.7953
failed GAN,16.398212,121.887726,-362.3913969,1034.7125
failed GAN,9.669678,106.622765,-62.25838157,761.58417
failed GAN,12.097023,110.77262,-172.7897277,857.8591
failed GAN,11.961645,84.42216,-259.6238183,759.491
failed GAN,11.324915,85.99434,-230.0261451,734.8402
failed GAN,12.434686,99.721855,-238.2560259,821.1612
failed GAN,8.584794,128.87645,142.6989929,874.111
failed GAN,10.21913,81.50823,-201.3507657,669.3043
failed GAN,9.706617,111.75834,-15.17690084,811.8128
failed GAN,10.611914,72.01765,-262.7895532,641.33014
failed GAN,10.030566,77.3017,-219.6887461,634.90094
failed GAN,11.963583,101.882805,-183.4309331,835.849
failed GAN,12.1689415,89.7371,-223.1668797,813.6093
failed GAN,12.216782,124.22106,-87.47266092,953.37946
failed GAN,10.039425,101.01796,-104.1577601,751.1867
failed GAN,9.65143,62.24977,-257.0990484,565.1888
failed GAN,12.761913,109.373634,-209.9339421,877.36255
failed GAN,16.002653,105.94345,-392.6212433,970.7816
failed GAN,11.658611,105.22227,-174.6271607,818.6696
failed GAN,11.859997,112.62845,-155.588156,854.8664
failed GAN,14.1066475,108.18138,-271.0791826,930.78674
failed GAN,13.175114,110.17695,-238.2084184,884.2922
failed GAN,10.402225,82.90316,-190.6427943,695.6117
failed GAN,10.906053,110.061455,-94.60184973,834.57806
failed GAN,8.148645,88.67736,-33.99157437,660.26117
failed GAN,12.533008,104.47294,-224.8668678,842.92725
failed GAN,8.843495,87.08172,-78.73885734,674.7141
failed GAN,15.27909,143.7365,-220.5068244,1081.2495
failed GAN,11.155681,99.65571,-168.8557535,781.5921
failed GAN,12.984494,106.92206,-222.6266707,883.6334
failed GAN,10.484954,87.55898,-190.5667352,702.73615
failed GAN,10.713168,79.30676,-202.8744873,709.8719
failed GAN,14.653461,130.30148,-204.8563403,1043.5973
failed GAN,14.264429,139.68301,-157.7545777,1057.5541
failed GAN,14.63506,109.676414,-315.2855018,931.6004
failed GAN,10.186384,84.20449,-164.9824539,702.8827
failed GAN,13.721361,131.50314,-179.9183012,989.12177
failed GAN,7.5184617,65.135864,-109.4631405,531.0989
failed GAN,8.791727,70.64939,-155.2381388,593.80426
failed GAN,11.148923,100.910416,-139.8669817,810.0051
failed GAN,11.117166,131.0309,3.329368635,950.4958
failed GAN,18.644894,134.23087,-409.9624472,1178.5555
failed GAN,12.919931,154.09378,-0.305796662,1100.4536
failed GAN,9.426144,105.961006,-28.85924772,774.23456
failed GAN,15.039306,130.98598,-222.5879751,1058.7391
failed GAN,13.548509,122.89718,-200.3600313,953.9533
failed GAN,9.159671,90.205154,-85.77954431,694.61115
failed GAN,14.125951,89.49236,-362.5809528,840.9296
failed GAN,15.135729,119.71958,-280.102175,1009.44
failed GAN,20.765196,155.05264,-445.5251047,1323.6395
failed GAN,19.49081,128.09407,-500.0495644,1160.5392
failed GAN,8.52215,64.58592,-203.8675291,522.2073
failed GAN,16.409988,104.657265,-451.219095,946.8881
failed GAN,12.325682,136.51843,-20.23704309,1029.8932
failed GAN,15.726551,106.84626,-400.4943531,939.385
failed GAN,7.888426,76.710884,-76.5793627,595.5031
failed GAN,5.653262,96.12117,154.3792707,636.029
failed GAN,9.553258,113.86144,2.801963701,816.7257
failed GAN,13.578598,103.01758,-305.6493305,851.22754
failed GAN,6.888477,119.63752,198.7125129,785.60077
failed GAN,13.591005,131.39003,-162.0553889,995.87854
failed GAN,9.27195,94.47271,-83.67356239,706.28314
failed GAN,12.057806,81.42827,-283.9102561,743.39734
failed GAN,5.7581916,84.59043,100.3838209,590.9734
failed GAN,12.053476,109.51443,-163.7045864,863.2341
failed GAN,11.660465,94.27868,-235.1162788,758.33844
failed GAN,13.147612,100.3697,-277.6008879,842.5566
failed GAN,11.653488,102.65047,-189.2619885,803.5983
failed GAN,14.389954,131.56299,-206.7067258,1019.2965
failed GAN,6.3385167,131.91602,287.5922634,827.6247
failed GAN,13.335735,128.46367,-144.0749948,992.1103
failed GAN,14.134483,131.25146,-200.4642668,1003.7732
failed GAN,19.298193,127.92025,-473.4188752,1170.7592
failed GAN,18.114195,161.04263,-275.6140615,1267.6891
failed GAN,6.6287093,108.632095,156.0667745,720.8232
failed GAN,16.412186,181.23233,-119.5427614,1278.7517
failed GAN,10.259675,77.12271,-195.4289409,678.6805
failed GAN,14.739541,107.16742,-290.8352315,964.9523
failed GAN,13.568628,134.46068,-149.0857409,1006.9417
failed GAN,13.962559,117.1361,-241.7259612,947.86383
failed GAN,10.324535,119.75636,-17.49091891,862.1445
failed GAN,13.311074,120.54623,-208.5907434,925.49347
failed GAN,9.426833,80.459404,-156.6506095,646.5019
failed GAN,10.621053,82.9905,-229.6826828,675.21564
failed GAN,11.804006,146.27106,14.42939606,1020.1136
failed GAN,13.416639,88.02665,-335.3090984,807.7691
failed GAN,10.339297,104.377785,-57.16575991,823.72736
failed GAN,10.7825365,125.24917,-18.14788294,900.5086
failed GAN,16.729595,149.5502,-233.7207482,1191.6165
failed GAN,13.615545,91.88963,-340.9334513,819.09125
failed GAN,7.8761754,73.625946,-86.97162933,584.0671
failed GAN,12.001941,93.94651,-231.0497791,791.4982
failed GAN,12.593851,99.11094,-262.6058532,810.372
failed GAN,14.782387,121.03268,-268.8783187,990.55963
failed GAN,12.465259,118.10161,-136.1600012,925.862
failed GAN,12.590979,102.979515,-229.307563,843.4256
failed GAN,13.395069,126.945206,-173.8867657,967.3537
failed GAN,10.348609,93.5135,-183.2158488,698.47064
failed GAN,15.904177,126.6742,-294.1261309,1060.8867
failed GAN,13.009939,126.29557,-155.0475478,953.3804
failed GAN,15.581555,129.19498,-281.165204,1046.3607
failed GAN,10.863482,90.19886,-191.0189222,734.534
failed GAN,8.2945795,153.73567,276.3268477,983.013
