Data,X1,X2,X3,X4,X5,X6,X7,X8,Outcome
YData2,-0.99,-0.13,-0.99,-0.13,-0.19,-0.95,-0.19,-0.98,0
Gretel,-0.9,2,0.27,-0.18,0.24,-2,-2,-1.06,1
Gretel,0.16,-0.21,0.06,0.32,-0.06,-1.42,-2,-0.92,1
Gretel,0.05,-0.58,1.1,-1.04,-1.47,-1.4,-1.66,0.2,1
Gretel,-0.77,1.72,1.39,-0.06,1.56,-1.22,0.38,-0.26,0
Gretel,-0.63,-0.08,-0.1,2,1.87,-0.42,-0.67,0.14,0
Gretel,-0.27,0.2,-1.36,-0.3,0.39,1.52,-1.64,1.08,1
Gretel,2,0.33,1.27,-0.22,1.13,1.49,-2,0.47,1
Gretel,1.1,2,0.1,-1.09,0.76,-0.01,-1.18,0.58,1
Gretel,1.45,-0.34,0.7,0.87,0.8,-0.5,-0.95,0.46,1
Gretel,1.1,2,-1.01,2,0.75,1.46,-2,-0.59,1
Gretel,2,2,0.84,0.22,-0.5,0.48,-0.24,-0.76,1
Gretel,-0.88,-0.42,-1.18,-0.4,-0.15,-0.96,-0.38,-0.35,0
Gretel,-1.05,1.28,0.14,-0.07,1.16,0.67,-0.84,-0.43,0
Gretel,-2,1.22,-2,1.03,0.22,-1.35,-0.48,-1.43,0
Gretel,1.03,-0.34,1.33,2,1.22,-1.69,-0.16,0.43,1
Gretel,2,0.12,1.16,1.75,0.16,-1.11,-2,-0.03,1
Gretel,-0.01,1.72,1.98,1.57,0.89,-0.62,-0.72,0.06,0
Gretel,0.4,1.44,0.11,0.55,0.05,-1.34,-2,0.58,1
Gretel,1.02,-0.31,-0.61,1.39,1.03,0.12,-2,-0.34,0
Gretel,-0.71,1.33,1.24,1.74,0.91,-1.34,-0.62,-1.21,1
Gretel,-0.19,2,0.54,1.53,-1.88,0.15,-2,-0.41,0
Gretel,-1.12,2,0.73,2,1.62,-1.3,0.54,-0.93,0
Gretel,-0.35,2,0.45,1.62,1.11,-2,-2,-0.88,1
Gretel,-1.69,1.85,-1.24,1.88,-0.66,-1.07,-0.59,-1.09,0
Gretel,0.77,0.29,0.74,0.26,-1.33,-0.63,0,-1.51,0
Gretel,-0.45,-0.3,0.65,2,-1.18,-0.65,-1.8,1.08,0
Gretel,0.66,1.51,1.22,2,0.73,0.17,-0.22,-1.42,0
Gretel,0.38,1.31,0.73,2,-1.01,-0.07,-0.3,-0.57,0
Gretel,1.24,2,-0.9,2,-1.72,-0.41,-2,-0.68,1
Gretel,-1.16,-0.21,0.51,1.04,0.89,0.49,0.15,0.51,0
Gretel,1.03,-0.69,1.31,0.62,1.48,0.37,-1.97,1.57,1
Gretel,1.54,0.13,0.99,1.74,0.73,0.24,-2,0.52,0
Gretel,-1.89,2,1.17,2,1.17,-1.59,-2,-1.55,0
Gretel,-0.3,2,0.54,1.28,-1.25,0.16,-2,-2,0
Gretel,0.04,1.87,0.23,2,0.93,0.51,-0.3,-0.99,1
Gretel,1.37,-0.7,-0.13,-0.43,1.12,-1.18,-2,0.89,1
Gretel,-0.57,-1.22,-0.41,2,1.15,0.51,-1.36,-2,0
Gretel,-2,1.93,-1.53,2,1.58,-1.47,-1.14,-1.2,1
Gretel,1.24,-0.83,1.45,0.39,-1.2,1.54,0.24,0.83,0
Gretel,0.17,1.32,1.08,1.94,-0.88,-1.14,-2,0.27,1
Gretel,-1.29,0.75,-1.06,2,1.69,-0.85,-0.12,-1.62,0
Gretel,-2,0.56,-1.01,-0.38,-1.12,-0.14,-0.09,0.57,1
Gretel,-0.23,-0.32,0.17,-1.04,0.19,0.59,-1.18,2,1
Gretel,-1.27,1.61,0.23,1.16,-1.05,0.83,-0.65,-1.41,0
Gretel,0.52,1.52,-0.09,-0.1,1.05,-0.8,-2,-1.33,0
Gretel,-1.84,0.07,-1.74,1.52,-0.35,-1.72,0.4,-0.75,0
Gretel,0.28,-0.1,0.67,-0.36,0.5,-0.37,-1.19,0.18,1
Gretel,0.69,-0.37,0.88,1.53,1.06,-1.23,0.4,-0.68,0
Gretel,1.34,2,1.9,2,-1.5,0.38,-1.82,2,1
Gretel,-2,-0.08,0,1.9,1.11,1.42,-2,0.22,0
Gretel,1.45,0.03,-0.23,2,0.9,-1.77,-2,-1.43,1
Gretel,0.4,-0.16,0.06,1.75,-0.09,0.35,-2,-2,0
Gretel,-0.17,-0.24,-1.1,2,0.47,-1.08,-1.81,0.46,1
Gretel,1.08,-0.29,0.43,0.15,-1.38,-1.44,0.17,-0.58,1
Gretel,-2,1.74,0.3,0.2,1.11,1.25,-0.5,0.41,0
Gretel,1.82,-0.95,1.42,2,-0.57,-0.71,-1.87,-0.54,1
Gretel,-1.7,1.66,0,1.75,1.08,0.54,-1.14,-0.14,0
Gretel,-0.41,1.16,0.51,2,0.71,0.62,-1.13,1.34,0
Gretel,-0.09,1.49,-1.16,1.26,0.58,-1.47,-0.78,-0.67,1
Gretel,1.01,2,1.34,-0.38,1.32,-1.66,-0.02,-1.74,1
Gretel,-1.91,2,-0.27,2,-1.08,-1.47,-2,-1.03,0
Gretel,-0.35,2,0.57,0.11,1.26,0.86,-0.77,-1.17,0
Gretel,1.1,2,1.55,1.13,1.2,-2,-1.09,-1.77,0
Gretel,2,-0.11,1.72,1.7,1.79,-1.15,-0.14,-1.22,0
Gretel,-0.3,0.2,0.21,-0.84,0.73,1.48,-2,1.3,1
Gretel,1.68,2,1.65,1.31,-1.58,-1.28,-1.53,1.32,0
Gretel,-2,1.49,-0.55,1.94,-0.03,0.54,-1.49,-0.86,1
Gretel,-0.45,1.83,-0.71,2,0.89,-0.94,0.33,0.14,1
Gretel,-1.45,1.45,0.32,2,0.31,-1.61,-0.98,-1.7,0
Gretel,0.86,1,-1.05,0.1,1.42,-1.21,-0.71,-2,1
Gretel,-1.62,1.3,0.57,1.79,1.2,-1.39,-2,-0.66,0
Gretel,0.4,0.37,1.14,2,-0.5,-0.13,-2,-1.31,1
Gretel,-1.53,0.22,-0.02,2,0.66,0.12,-2,-2,0
Gretel,0.9,-0.23,1.11,0.32,1.41,-1.6,-0.32,0.04,0
Gretel,-2,0.18,0.5,-1.26,1.05,-0.41,1.09,-0.89,1
Gretel,0.14,-0.6,1.41,2,1.45,-0.69,0.54,0.09,1
Gretel,0.26,0.13,0.4,2,-0.17,0.6,0.93,-1.83,0
Gretel,-1.08,1.22,0.51,1.34,-1.32,0.07,-0.85,-2,1
Gretel,-1.33,-1.42,0.23,-0.22,1.31,-0.4,0.44,-1.6,0
Gretel,-1.11,2,0.56,1.33,1.41,1.06,2,-1.56,1
Gretel,-2,-0.02,-1.47,0.06,-1.46,0.68,-2,-0.72,1
Gretel,-2,0.29,0.82,2,-0.12,-0.93,0.23,-0.52,0
Gretel,-0.97,1.85,1.02,1.89,1.7,-0.55,-1.73,-1.1,0
Gretel,-0.99,0.31,0.33,2,0.83,0.38,-2,-0.13,1
Gretel,-2,1.88,1.01,-0.22,-1.68,0.61,-2,-1.88,0
Gretel,-0.05,1.12,-1.83,1.89,-0.95,-1.66,-0.97,-2,0
Gretel,-0.29,1.34,0.59,1.77,0.6,-0.4,0.06,-0.97,0
Gretel,0.85,0.24,0.59,2,-0.46,-1.84,-1.01,-1.29,1
Gretel,0.04,2,-0.76,-1.01,0.36,-1.7,0.03,-2,1
Gretel,2,2,1.68,1.05,0.46,-1.6,-2,0.32,0
Gretel,-0.28,1.96,0.2,1.61,-1.33,0.28,-2,0.9,1
Gretel,2,-0.4,0.33,1.3,0.84,0.32,-2,-1.2,1
Gretel,-0.1,0,0.99,-0.18,0.37,0.6,-1.23,0.89,1
Gretel,1.52,1.47,1.72,-1.18,0.95,-1.49,-1.79,0.18,1
Gretel,-0.15,1.7,-0.31,2,2,1.07,-0.18,1.15,0
Gretel,-0.78,-0.59,0.09,0.78,1.37,0.42,-2,-1.73,1
Gretel,1.23,1.74,0.03,2,-1.81,0.24,-2,0.73,1
Gretel,-1.72,0.98,1.59,0.16,0.13,-0.92,-2,-0.67,0
Gretel,0.63,2,1.96,1.41,-0.15,-1.15,-0.65,-1.26,1
Gretel,-2,1.19,-0.12,-0.44,1.9,0.77,0.37,-0.75,0
Gretel,0.01,1.88,0.46,0.65,1.07,-1.84,-2,-1.32,0
Gretel,0.23,2,-0.25,2,1.37,-1.02,-1.78,-1.35,1
Gretel,-0.32,2,-0.69,0.03,-0.97,-0.6,-2,-1.47,1
Gretel,-1.52,-0.28,1.06,1.32,1.01,-0.24,0.58,0.15,0
Gretel,0.8,1.79,2,1.22,1.4,-2,0.17,-0.66,1
Gretel,0.76,2,0.52,1.83,0.76,0.68,-0.53,-1.38,0
Gretel,-0.02,1.82,1.27,2,1.25,-0.33,-0.36,-0.78,0
Gretel,-2,2,-0.43,0.37,-0.88,0.61,-2,-1.33,0
Gretel,-0.68,-1.33,0.38,2,1.63,-1.86,-1.16,-2,0
Gretel,0.64,1.48,0.53,1.05,0.22,0.06,0.16,-1.07,0
Gretel,0.69,2,1.05,0.33,1.05,-1.75,-2,0.86,0
Gretel,1.03,-1.94,0.58,-0.59,0.68,-1.13,0.05,-1.99,0
Gretel,1.08,2,1.51,-0.65,1.68,-1.8,-2,-2,1
Gretel,-0.48,1.48,-1.02,2,1.17,-0.87,-0.1,0.24,0
Gretel,-0.71,-1.36,0.07,1.61,1.48,0.16,-1.66,0.3,1
Gretel,-1.54,-0.4,0.14,0.38,-0.91,0.83,-0.14,0.03,0
Gretel,-0.88,-1.54,1.18,1.72,1.07,-1.24,-1.63,-0.98,1
Gretel,-0.66,1.64,1.86,-0.04,1.11,-1.13,1.01,1.2,0
Gretel,-0.63,-0.39,0.96,1.42,1.1,-1.95,-2,-2,1
Gretel,-1.6,-0.22,-1.78,1.53,0.53,0.82,0.24,0.14,0
Gretel,-0.78,0.13,-0.14,2,-0.81,0.37,-1.24,-1.07,0
Gretel,1.36,2,-0.51,1.37,1.61,-2,-1.44,-0.77,1
Gretel,-0.63,0.59,-0.46,2,-0.24,-0.66,-0.12,2,0
Gretel,0.35,0.24,-1.14,-0.29,1.11,-1.36,-0.58,-1.35,1
Gretel,0.46,2,-1.12,2,-0.85,-2,-2,-1.33,1
Gretel,2,0.56,-0.47,-0.19,0.51,0.54,0.09,0.63,1
Gretel,1.94,0.13,0.83,1.7,1.48,0.71,0.28,1.01,0
Gretel,0.46,2,0.96,1.81,1.35,-0.64,-0.82,-0.84,1
Gretel,-1.49,0.23,0.06,0.42,0.55,-1.51,0.27,-0.22,0
Gretel,-1.82,2,-0.25,0.59,0.91,1.04,-2,-0.2,1
Gretel,1.78,-0.25,1.5,0.14,1.31,-1.09,0.55,-0.69,1
Gretel,0.99,2,1.37,1.63,-0.11,-1.62,-0.74,0.93,1
Gretel,-1.08,-0.11,-0.13,2,-0.72,-1.01,-2,1.19,0
Gretel,0.15,1.01,1.05,2,-0.82,-0.57,0.27,-1.28,0
Gretel,-0.3,0.39,0.61,-0.87,1.04,-1.24,-1.84,-1.92,1
Gretel,-1.1,2,-1.44,1.02,1.23,-2,-0.89,-1.83,1
Gretel,-0.79,-0.26,1.02,-0.78,0.2,1.17,-2,-0.06,1
Gretel,0.18,-0.1,1.24,1.99,-1.86,-0.75,-0.84,-0.53,0
Gretel,-0.66,0.5,1.71,-0.5,0.6,-0.58,-1.12,0.2,0
Gretel,-1.65,2,0.91,1.03,1.83,-1.34,-0.5,1.2,0
Gretel,-0.77,0.41,-0.01,2,-0.63,-0.64,-0.82,-0.16,1
Gretel,0.14,-0.06,-0.45,1.84,-0.98,-1.63,-1.96,0.64,1
Gretel,-1.12,-1.17,0.06,-0.07,0.37,-1.38,-1.5,-1.12,0
Gretel,0.95,2,-1.77,2,-1.23,-0.26,-2,-0.44,1
Gretel,-0.18,-1.02,0.98,2,1.49,-0.24,0.15,-1.27,1
Gretel,-0.65,2,0.36,0.13,1.11,-2,-0.59,-1.8,0
Gretel,-2,-0.02,0.75,0.36,-0.34,-1.48,-1.8,-1.29,1
Gretel,-0.55,-0.82,-1.76,0.83,1.96,1.08,-1.01,1.17,0
Gretel,1.47,0.28,0.83,0.04,-1.45,1.15,-2,-0.07,1
Gretel,0.74,0.22,0.31,1.42,0.87,-0.69,-1.93,-0.1,0
Gretel,1.85,-0.15,1.1,-0.29,-0.31,0.48,1.22,0.53,0
Gretel,1.2,-0.26,-0.15,-1.66,0.86,-1.15,-1.96,-2,1
Gretel,0.73,0.22,1.12,0.63,1.32,0.42,-0.69,-0.69,0
Gretel,0.06,2,0.77,1.53,0.73,-0.9,-0.23,-0.89,0
Gretel,-0.32,1.54,0.81,1.67,1.25,0.04,-0.99,-1.55,0
Gretel,0.6,-0.16,-0.65,-0.37,-0.87,-2,-2,-2,1
Gretel,1.22,2,0.88,1.92,-0.45,-1.55,-2,-1.63,1
Gretel,0.37,-0.71,1.84,-0.77,0.91,-1.09,-0.1,1.55,1
Gretel,-0.01,-0.1,1.1,2,-1.73,-1.21,-2,-1.82,1
Gretel,1.44,-0.47,0.9,-0.99,0.94,0.41,-0.34,-1.27,1
Gretel,0.68,2,1.73,-0.25,1.42,-0.73,0.05,-0.86,0
Gretel,-0.04,0.41,0.04,2,0.18,-1.86,0.66,-0.23,0
Gretel,-2,-0.4,-0.23,2,-0.86,-1.63,-0.76,-1.35,0
Gretel,-0.23,1.53,1.23,2,0.22,-0.3,-2,0.44,0
Gretel,1.29,-0.33,0.34,-1.21,0.67,-0.47,-0.02,-0.08,1
Gretel,1.4,1.64,0.35,1.82,1.3,0.76,-0.26,-0.42,0
Gretel,-0.49,2,0.06,1.61,1.71,-2,-0.53,-2,0
Gretel,1.21,2,0.85,0.38,0.81,-1.65,-0.33,-0.2,0
Gretel,1.46,0.15,-1.19,2,-0.69,0.73,-2,1.32,1
Gretel,-1.25,-0.33,-1.52,-1.2,-1.06,0.34,-2,-1.36,1
Gretel,1.88,2,0.84,0.52,0.21,0.59,-1.45,0.88,1
Gretel,-0.58,-0.06,0.3,1.59,-1.87,1.05,-2,0.26,1
Gretel,-0.26,1.99,0.16,2,0.64,-1.22,-0.97,-1.25,1
Gretel,0.2,0.44,-0.82,1.18,0.46,-1.55,-0.27,-0.22,0
Gretel,-1.89,1.03,-0.95,2,-0.69,-2,-1.51,0.52,1
Gretel,-0.74,1.82,0.72,2,0.64,0.16,-0.35,-0.75,0
Gretel,-2,-0.51,0.89,2,2,-1.74,-2,-0.51,0
Gretel,-0.4,0.17,0.64,2,0.71,-0.66,-1.06,-0.41,1
Gretel,-0.97,0.31,0.01,1.73,-0.38,0.43,-1.57,-0.68,0
Gretel,0.25,1.59,0.23,2,-1.91,0.14,-0.07,1.92,1
Gretel,-0.53,0.72,-1.14,-0.19,-1.65,-1.33,-0.97,-0.03,0
Gretel,-2,2,-0.54,2,-0.99,-1.67,-2,1.05,0
Gretel,0.2,0.29,0.6,-0.58,1.08,0.29,0.13,-1.71,0
Gretel,-1.73,0.38,-1.13,1.7,1.05,1.09,-0.68,0.85,0
Gretel,-2,1.69,-1.57,1.37,1.59,0.13,-2,-1.18,1
Gretel,0.48,2,-1.19,2,1.92,-1.59,0.21,0.01,0
Gretel,1.17,0.81,1.75,1.24,0.81,0.73,0.82,1.02,0
Gretel,-2,0.03,-1.32,-1.06,-1,0.86,-0.02,0.4,0
Gretel,0.56,0.21,1.19,1.23,-1.38,1.47,0,-1.16,1
Gretel,-1.82,2,-0.14,-0.05,0.17,-0.03,-0.69,0.53,0
Gretel,-0.95,-0.73,0.09,0.14,1.09,0.76,-1.01,-0.63,0
Gretel,0.51,-0.08,-0.98,2,-0.28,-1.5,-2,1.1,1
Gretel,0.28,0.32,0.64,1.73,0.54,0.93,0.13,-0.41,0
Gretel,-0.94,0.27,0.44,-0.66,1.64,-1.57,-0.58,-0.72,0
Gretel,0.93,-0.37,-0.19,-0.12,1.43,0.24,-1.63,-2,1
Gretel,0.65,-1.37,0.83,0.39,0.56,0.19,-2,0.76,0
Gretel,0.8,1.47,-0.01,2,1.19,-1.68,-1.03,-0.77,0
Gretel,1.45,1.68,1.12,1.61,-0.35,-0.88,0.44,1.41,0
Gretel,-1.47,1.99,1.18,1.42,-0.82,1.23,-0.48,-0.06,0
Gretel,1.93,-0.32,0.94,-0.03,-0.73,0.42,0.42,-0.65,1
Gretel,1.81,0.4,-2,2,0.56,0.67,-0.41,-1.51,1
Gretel,-0.3,-0.27,1.57,1.86,1.8,-1.22,0.55,2,0
Gretel,-2,0.45,0.54,2,-0.81,-1.11,-0.71,-1.09,0
Gretel,0.67,-0.18,-0.19,1.48,0,-1.9,-1.89,-0.99,0
Gretel,0.07,2,-1.39,0.29,1.76,-1.72,-2,-0.84,0
Gretel,0.32,2,0.22,1.53,1.47,-1.42,-0.1,1.6,0
Gretel,0.1,2,1.74,2,1.02,-0.06,-0.96,0.54,0
Gretel,-2,1.31,-1.76,-1.04,0.12,-1.94,-0.44,-1,0
Gretel,1.28,2,-1.08,0.56,-1.24,-1.68,-0.72,-1.16,1
Gretel,-1.69,-0.86,0.46,0.15,1.03,0.78,-0.44,-0.21,0
Gretel,-0.46,-0.59,0.18,1.35,0.25,0.47,-2,-1.34,0
Gretel,-0.62,1,0.76,2,2,-1.64,-2,-1.69,0
Gretel,0.18,0.74,0.06,1.17,0.18,-0.62,-1.83,-0.96,0
Gretel,1.27,-0.53,0.44,1.81,-0.95,0.51,-1.94,-0.84,0
Gretel,-1,2,1.92,0.21,1.99,0.37,-2,-1.43,0
Gretel,-2,2,-1.65,2,2,-0.3,-2,-0.14,0
Gretel,-1.15,1.47,0.6,0.12,-0.45,-1.33,-2,0.67,0
Gretel,2,2,1.79,1.09,1.16,-1.06,-1.86,1.26,1
Gretel,-1.1,-0.07,0.29,-0.5,0.81,0.35,-0.97,-0.99,1
Gretel,-0.09,1.37,1.5,2,1.76,-0.86,-1.17,-0.78,0
Gretel,0.8,1.63,0.64,0.91,0.36,-1.22,-0.71,2,1
Gretel,-0.28,1.4,-0.97,2,0.94,-0.76,-0.93,-0.19,0
Gretel,0.97,0.05,1.24,0.52,0.04,-1.63,-1.73,-0.96,1
Gretel,-0.16,-0.95,0.12,-0.1,-0.46,1.96,-2,0.42,0
Gretel,-1.18,1.04,-1.14,2,1.64,-1.05,0.03,-0.97,0
Gretel,0.73,1.37,0.88,0.25,1.27,-0.7,-0.77,-0.44,0
Gretel,0.72,0.22,-0.12,1.56,0.15,-1.28,0.03,0.37,1
Gretel,0.85,2,0.35,1.8,1.94,-2,-0.21,-1.4,1
Gretel,-0.03,2,-0.05,0.98,1.78,-1.15,-0.57,-1.23,0
Gretel,-1.33,-0.11,-1.13,2,0.43,0.67,-0.42,1.68,1
Gretel,1.51,0.05,1.36,2,-0.33,-0.98,-0.55,-1.39,0
Gretel,0.22,-0.31,0.1,-0.64,0.71,0.03,-0.2,1.26,0
Gretel,-1.75,2,0.66,0.3,1.66,-1.74,-0.54,-1.87,0
Gretel,2,-0.19,2,-0.31,0.14,0.59,-0.89,0.06,1
Gretel,2,1.81,2,2,1.89,-1.66,-1.64,-1.05,1
Gretel,-0.6,-1.19,1.14,-0.06,-0.9,0.43,-2,1.08,1
Gretel,0.29,1.43,0.49,-0.3,0.94,1.94,-2,-0.05,0
Gretel,-0.6,2,0.21,-1.48,0.73,-1.4,-0.5,0.4,0
Gretel,-1.49,-0.5,1.15,-0.35,2,-1.03,-0.52,-1.31,1
Gretel,-0.65,0.63,-2,-0.59,0.85,-0.81,-1.2,0.12,0
Gretel,-0.52,1.18,0.88,-0.49,0.33,-1.03,-1.36,-1.35,0
Gretel,-0.55,0.13,-0.93,1.87,1.38,-0.61,0.22,0.1,0
Gretel,0.96,1.95,-0.18,2,1.57,-1.44,-2,-0.41,0
Gretel,-0.85,-0.78,1.09,2,-2,0.62,-1.4,-1.07,1
Gretel,1.15,-0.17,-0.86,2,0.97,0.89,-0.78,-1.26,1
Gretel,0.3,-0.34,0.46,1.45,1.44,-1.1,0.08,-1.5,0
Gretel,0.09,1.06,-1.1,2,0.9,-0.97,-2,-0.44,0
Gretel,0.73,1.77,1.02,1.99,0.98,-1.82,-0.39,-1.52,0
Gretel,0.98,1.94,1.32,-0.47,1.62,1.29,-1.07,-0.21,0
Gretel,-2,1.94,0.59,1.08,2,0.18,1.04,0.76,1
Gretel,1.67,-0.74,-0.46,0.26,1.63,0.5,-1.81,-1.86,1
Gretel,-0.42,2,1.4,-0.42,1.71,0.99,-1.93,0.6,0
Gretel,0.21,0.67,-1.12,1.05,-0.09,-1.72,-0.74,-2,0
Gretel,-1.35,2,0.1,0.03,-1.09,-1.83,-2,-1.7,0
Gretel,1.55,2,1.29,2,1.52,1.1,-2,-0.22,0
Gretel,0.66,-0.25,-0.14,-1.38,1.07,-1.09,-2,-0.55,0
Gretel,0.31,1.02,0.97,0.33,-2,-0.18,-2,-0.62,0
Gretel,-1.64,2,-1.99,0.01,2,-0.92,-1.46,-1.18,1
Gretel,0.08,-0.57,0.83,2,1,-0.79,-2,-0.78,0
Gretel,-0.3,-0.87,-0.97,0.32,1.17,-1.52,-0.61,-0.52,0
Gretel,-1.46,-0.97,1.04,-0.34,0.93,-1.19,-1.94,-2,0
Gretel,0.53,2,0.44,1.5,0.12,0.67,-2,1.36,1
Gretel,-2,0.04,0.07,1.66,-0.47,0.85,-0.18,-0.83,0
Gretel,-0.22,1.56,-0.93,1.65,1.27,0.85,0.24,0.41,0
Gretel,-0.18,2,0.95,1.42,1.82,1.33,-0.27,-0.36,0
Gretel,-1.32,-0.12,-0.67,2,-0.41,1.07,-1.11,-0.51,0
Gretel,0.46,-0.5,-1.42,0.97,-1.59,1.03,-0.99,0.21,0
Gretel,0.2,2,-1.62,-0.67,0.98,1.14,1.11,0.23,0
Gretel,1.59,1.82,0.85,0.93,1.38,0.38,0.49,0.2,0
Gretel,-0.57,2,-1.03,2,-0.64,-1.62,-1.78,-1.65,1
Gretel,0.67,-0.58,0.47,1.77,-1.11,-1.83,-0.2,1.39,1
Gretel,1.56,-0.21,1.68,1.29,1.08,0.6,-1.88,0.35,1
Gretel,0.04,1.81,-0.9,0.02,1.88,-2,1.42,-1.86,0
Gretel,-1.17,1.94,0.47,2,0.21,1.35,-2,-1.47,0
Gretel,0.07,0.19,0.81,1.79,1.41,-2,-0.02,-0.75,0
Gretel,-0.23,0.52,0.53,1.57,0.73,-0.47,-1.55,0.34,0
Gretel,0.95,1.79,0.11,1.72,1.55,0.49,-2,-0.11,1
Gretel,0.67,0.93,-0.96,0.3,1.2,-1.36,-0.11,0.94,0
Gretel,-0.06,1.53,0.09,2,-0.11,-1.73,-0.99,-0.43,0
Gretel,-0.45,-0.84,1.12,2,1.05,-1.19,0.48,0.69,0
Gretel,0.5,2,-0.15,2,2,-1.18,-0.44,-0.23,0
Gretel,-0.32,1.37,1.72,2,1.59,0.72,-0.37,-0.9,1
Gretel,-2,-0.65,-2,1.32,1.24,-1.17,-2,-1.36,0
Gretel,-2,-0.02,-1.27,1.71,1.29,0.74,-2,-0.03,1
Gretel,0.47,1.12,1.21,-0.9,-0.18,-1.39,0.15,-1.45,1
Gretel,1.06,1.61,0.19,2,0.73,0.54,-1.58,1.08,0
Gretel,-1.96,1.57,-1.27,0,1.3,-0.48,-2,-0.28,0
Gretel,-0.33,0.28,-0.79,1.76,0.97,-2,-0.49,-2,1
Gretel,1.25,2,1.56,0.33,0.93,1.16,-2,0.95,1
Gretel,-0.45,0.6,-0.37,2,1.92,-1.42,0.42,-1.53,0
Gretel,-1.28,-0.6,0.07,-0.37,1.22,1.03,0,0.06,1
Gretel,-2,2,0.71,-0.93,-1.79,0.65,-0.35,-0.66,1
Gretel,1.86,-0.33,1.28,2,0.35,-0.25,-0.08,0.3,0
Gretel,0.92,1.85,0.97,2,-0.48,-1,-1.03,-0.19,1
Gretel,-0.26,-1.24,-0.37,0.1,0.28,0.74,-0.16,0.64,0
Gretel,0.54,0.22,1.39,1.95,0.44,0.13,-0.31,2,1
Gretel,0.04,0.91,1.11,-0.13,0.41,-1.65,-1.6,-1.76,1
Gretel,1.23,1.96,1.21,2,0.72,-2,-0.23,-1.14,1
Gretel,0.24,-0.05,1.36,1.77,1.23,-1.34,-2,-0.02,1
Gretel,0.86,-0.51,-1.35,2,-1.14,-1.37,-1.4,-0.35,1
Gretel,1.76,-1.02,-0.41,2,-1.67,-2,-1.8,-1.37,1
Gretel,-0.87,1.31,0.42,1.96,1.67,0.2,-0.92,-0.54,1
Gretel,-1.17,-0.34,-0.91,1.86,0.04,0.82,-0.27,-1.19,0
Gretel,-0.29,2,0.01,2,1.27,-0.69,0.55,-0.4,0
Gretel,-0.29,-1.12,-0.03,2,-0.46,0.44,-2,-0.75,0
Gretel,-0.25,0.93,0.78,1.33,-1.49,0.38,-2,0.36,0
Gretel,1.47,0.21,0.11,-0.86,1.56,-1.84,0.19,-0.62,0
Gretel,1.5,2,0.61,-0.19,2,1.73,-0.64,-0.34,0
Gretel,-0.62,1.03,0.05,2,0.5,0.64,0.05,-1.21,0
Gretel,-0.18,0.21,0.53,-0.03,-1.82,0.44,-1.64,1.4,0
Gretel,0.56,2,1.15,2,0.92,-2,-1.42,-0.95,1
Gretel,1.21,-0.49,0.12,0.05,1.51,-2,-0.61,0.87,1
Gretel,1.73,-0.71,1.09,-0.62,-1.22,0.62,-2,-1.2,1
Gretel,0.69,1.04,0.26,1.74,-0.16,1.02,-2,0.01,1
Gretel,-0.72,1.29,-0.63,-0.5,0.74,0.8,-1.3,-0.56,1
Gretel,0.67,2,1.67,1.03,0.99,1.02,-1.59,-0.54,0
Gretel,1.85,2,-1.29,2,1.3,0.86,-0.69,-0.52,1
Gretel,-0.71,0.21,-1.27,1.16,-1.44,-1.38,-2,0.85,1
Gretel,1.23,-0.18,1.33,-0.9,0.64,-1.66,-0.52,-2,0
Gretel,-2,-0.61,-0.4,1.43,0.39,0.48,-2,-1.03,0
Gretel,0.9,1.68,1.09,2,-0.39,-1.27,-2,1.07,1
Gretel,-1.32,0.17,1.11,1.66,1.16,-1.99,-0.29,-0.8,0
Gretel,1.02,1.9,2,1.98,-0.33,-1.44,-1.67,-1.75,1
Gretel,0.01,2,-0.2,1.41,1.69,-0.16,-2,1.12,0
Gretel,-2,-0.17,0.1,-1.14,1.8,-1.3,-1.14,-2,0
Gretel,1.64,0.63,0,0.98,-1.5,-1.43,-1.8,0.22,1
Gretel,-0.68,-0.37,0.46,2,-1.03,0.85,-0.39,0.89,1
Gretel,-1.78,1.59,-1.99,-0.42,1.55,-0.71,-0.28,0.56,0
Gretel,1.02,1.8,-0.65,1.75,-1.61,-2,-1.1,-1.92,1
Gretel,-2,0.11,-1.44,0.18,1.15,-1.33,-0.52,0.07,0
Gretel,1.67,-0.52,-0.07,2,1.45,-0.44,-1.06,0.3,1
Gretel,0.79,0.28,1.41,2,1.32,-1.98,-0.93,-1.14,1
Gretel,-1.31,0.02,-1.75,1.31,-0.47,0.41,-2,0.19,1
Gretel,-0.68,2,0.48,0.32,0.41,-1.62,-1.35,-0.93,1
Gretel,0.29,-0.71,0.82,2,1.82,0.23,-1.81,-1.19,0
Gretel,1.45,2,-1.5,1.93,1.35,-0.89,-0.24,-0.11,0
Gretel,-1.78,0.52,-0.19,2,0.32,0.18,-1.82,-0.71,1
Gretel,0,2,-0.17,1.83,0.85,-1.55,-1.98,-0.57,1
Gretel,-1.11,-0.74,-2,1.87,1.18,0.12,-0.29,0.86,0
Gretel,-0.19,-0.42,1.36,0.54,-0.17,-1.48,-0.73,0.56,1
Gretel,-0.88,-0.2,0.81,2,1.07,-1.06,-1.05,-0.27,1
Gretel,0.17,0.52,0.76,2,2,-1.92,0.08,-1.09,0
Gretel,1.68,-0.55,-0.06,2,0.42,0.64,-0.41,-1.56,0
